normbin_0.6m,event_0.6m,normbin_0.6s,event_0.6s,,normbin_0.3m,event_0.3m,normbin_0.3s,event_0.3s
1.03,232,,,,2.7,1,,
1.03,264,,,,2.69,0,,
1.02,266,,,,2.68,0,,
1.02,295,,,,2.67,0,,
1.02,275,,,,2.66,0,,
1.01,297,,,,2.65,0,,
1.01,330,,,,2.64,0,,
1,355,,,,2.63,1,,
1,359,,,,2.62,0,,
0.996,327,,,,2.61,0,,
0.992,334,,,,2.6,0,,
0.988,326,,,,2.59,0,,
0.984,304,,,,2.58,0,,
0.98,332,,,,2.57,0,,
0.976,276,,,,2.55,0,,
0.972,281,,,,2.54,0,,
0.968,247,,,,2.53,0,,
0.964,283,,,,2.52,1,,
0.96,242,,,,2.51,0,,
0.956,200,,,,2.5,1,,
0.952,207,,,,2.49,0,,
0.947,200,,,,2.48,1,,
0.943,168,,,,2.47,0,,
0.939,151,,,,2.46,0,,
0.935,154,,,,2.45,0,,
0.931,128,,,,2.44,0,,
0.927,107,,,,2.43,0,,
0.923,79,,,,2.42,1,,
0.919,88,,,,2.41,0,,
0.915,78,,,,2.4,0,,
0.911,59,,,,2.39,0,,
0.907,56,,,,2.38,0,,
0.903,47,,,,2.36,0,,
0.899,55,,,,2.35,0,,
0.895,48,,,,2.34,0,,
0.891,34,,,,2.33,3,,
0.887,41,,,,2.32,0,,
0.883,26,,,,2.31,0,,
0.879,40,,,,2.3,1,,
0.875,16,,,,2.29,0,,
0.871,15,,,,2.28,0,,
0.867,25,,,,2.27,1,,
0.863,28,,,,2.26,0,,
0.859,23,,,,2.25,0,,
0.855,25,,,,2.24,0,,
0.851,14,,,,2.23,0,,
0.846,15,,,,2.22,0,,
0.842,19,,,,2.21,0,,
0.838,13,,,,2.2,0,,
0.834,10,,,,2.18,0,,
0.83,12,,,,2.17,0,,
0.826,16,,,,2.16,0,,
0.822,13,,,,2.15,0,,
0.818,8,,,,2.14,0,,
0.814,16,,,,2.13,1,,
0.81,15,,,,2.12,2,,
0.806,9,,,,2.11,3,,
0.802,13,,,,2.1,0,,
0.798,16,,,,2.09,0,,
0.794,7,,,,2.08,1,,
0.79,9,,,,2.07,1,,
0.786,1,,,,2.06,0,,
0.782,6,,,,2.05,0,,
0.778,5,,,,2.04,1,,
0.774,7,,,,2.03,1,,
0.77,11,,,,2.02,1,,
0.766,12,,,,2,2,,
0.762,12,,,,1.99,1,,
0.758,13,,,,1.98,0,,
0.754,10,,,,1.97,1,,
0.75,4,,,,1.96,0,,
0.745,15,,,,1.95,2,,
0.741,7,,,,1.94,0,,
0.737,5,,,,1.93,0,,
0.733,10,,,,1.92,0,,
0.729,3,,,,1.91,0,,
0.725,3,,,,1.9,0,,
0.721,4,,,,1.89,0,,
0.717,11,,,,1.88,0,,
0.713,4,,,,1.87,0,,
0.709,4,,,,1.86,0,,
0.705,5,,,,1.85,0,,
0.701,4,,,,1.84,0,,
0.697,2,,,,1.83,0,,
0.693,7,,,,1.81,3,,
0.689,2,,,,1.8,0,,
0.685,7,,,,1.79,0,,
0.681,3,,,,1.78,2,,
0.677,9,,,,1.77,3,,
0.673,2,,,,1.76,1,,
0.669,8,,,,1.75,2,,
0.665,4,,,,1.74,0,,
0.661,1,,,,1.73,1,,
0.657,9,,,,1.72,3,,
0.653,5,,,,1.71,0,,
0.649,1,,,,1.7,0,,
0.645,1,,,,1.69,2,,
0.64,7,,,,1.68,0,,
0.636,2,,,,1.67,0,,
0.632,1,,,,1.66,0,,
0.628,0,,,,1.65,0,,
0.624,7,,,,1.63,3,,
0.62,5,,,,1.62,0,,
0.616,4,,,,1.61,2,,
0.612,2,,,,1.6,0,,
0.608,7,,,,1.59,0,,
0.604,2,,,,1.58,0,,
0.6,10,,,,1.57,1,,
0.596,1,,,,1.56,0,,
0.592,0,,,,1.55,0,,
0.588,0,,,,1.54,0,,
0.584,4,,,,1.53,3,,
0.58,0,,,,1.52,2,,
0.576,3,,,,1.51,1,,
0.572,3,,,,1.5,0,,
0.568,3,,,,1.49,3,,
0.564,0,,,,1.48,2,,
0.56,0,,,,1.47,0,,
0.556,5,,,,1.45,0,,
0.552,3,,,,1.44,2,,
0.548,6,,,,1.43,0,,
0.544,1,,,,1.42,4,,
0.539,5,,,,1.41,0,,
0.535,5,,,,1.4,0,,
0.531,3,,,,1.39,6,,
0.527,6,,,,1.38,0,,
0.523,6,,,,1.37,0,,
0.519,0,,,,1.36,1,,
0.515,2,,,,1.35,0,,
0.511,0,,,,1.34,0,,
0.507,1,,,,1.33,6,,
0.503,6,,,,1.32,3,,
0.499,2,,,,1.31,3,,
0.495,1,,,,1.3,3,,
0.491,0,,,,1.29,8,,
0.487,0,,,,1.28,3,,
0.483,0,,,,1.26,2,,
0.479,1,,,,1.25,3,,
0.475,7,,,,1.24,6,,
0.471,1,,,,1.23,1,,
0.467,1,,,,1.22,5,,
0.463,3,,,,1.21,8,,
0.459,5,,,,1.2,13,,
0.455,0,,,,1.19,11,,
0.451,0,,,,1.18,16,,
0.447,0,,,,1.17,20,,
0.443,2,,,,1.16,44,,
0.438,0,,,,1.15,35,,
0.434,0,,,,1.14,50,,
0.43,0,,,,1.13,57,,
0.426,3,,,,1.12,102,,
0.422,1,,,,1.11,120,,
0.418,1,,,,1.1,146,,
0.414,3,,,,1.08,184,,
0.41,1,,,,1.07,207,,
0.406,3,,,,1.06,215,,
0.402,8,,,,1.05,292,,
0.398,4,,,,1.04,324,,
0.394,0,,,,1.03,331,,
0.39,2,,,,1.02,326,,
0.386,0,,,,1.01,323,,
0.382,1,,,,1,336,,
0.378,2,,,,0.989,307,,
0.374,0,,,,0.979,281,,
0.37,2,,,,0.968,302,,
0.366,0,,,,0.958,252,,
0.362,1,,,,0.947,236,,
0.358,0,,,,0.937,196,,
0.354,0,,,,0.926,150,,
0.35,0,,,,0.915,133,,
0.346,3,,,,0.905,136,,
0.342,6,,,,0.894,85,,
0.337,3,,,,0.884,74,,
0.333,0,,,,0.873,67,,
0.329,0,,,,0.862,48,,
0.325,0,,,,0.852,36,,
0.321,2,,,,0.841,46,,
0.317,2,,,,0.831,28,,
0.313,0,,,,0.82,22,,
0.309,0,,,,0.81,10,,
0.305,2,,,,0.799,21,,
0.301,2,,,,0.788,10,,
0.297,2,,,,0.778,18,,
0.293,0,,,,0.767,3,,
0.289,0,,,,0.757,17,,
0.285,2,,,,0.746,8,,
0.281,0,,,,0.736,10,,
0.277,0,,,,0.725,7,,
0.273,0,,,,0.714,13,,
0.269,1,,,,0.704,5,,
0.265,0,,,,0.693,0,,
0.261,0,,,,0.683,3,,
0.257,3,,,,0.672,12,,
0.253,0,,,,0.662,7,,
0.249,0,,,,0.651,2,,
0.245,7,,,,0.64,4,,
0.241,0,,,,0.63,4,,
0.236,0,,,,0.619,6,,
0.232,6,,,,0.609,6,,
0.228,7,,,,0.598,6,,
0.224,2,,,,0.587,6,,
0.22,0,,,,0.577,12,,
0.216,0,,,,0.566,0,,
0.212,1,,,,0.556,0,,
0.208,0,,,,0.545,10,,
0.204,0,,,,0.535,0,,
0.2,0,,,,0.524,7,,
0.196,0,,,,0.513,2,,
0.192,4,,,,0.503,1,,
0.188,0,,,,0.492,4,,
0.184,0,,,,0.482,10,,
0.18,0,,,,0.471,0,,
0.176,0,,,,0.461,0,,
0.172,0,,,,0.45,1,,
0.168,4,,,,0.439,7,,
0.164,0,,,,0.429,13,,
0.16,2,,,,0.418,9,,
0.156,0,,,,0.408,0,,
0.152,0,,,,0.397,0,,
0.148,7,,,,0.387,1,,
0.144,0,,,,0.376,0,,
0.14,0,,,,0.365,3,,
0.136,0,,,,0.355,0,,
0.131,0,,,,0.344,6,,
0.127,0,,,,0.334,0,,
0.123,5,,,,0.323,2,,
0.119,5,,,,0.312,1,,
0.115,0,,,,0.302,0,,
0.111,2,,,,0.291,0,,
0.107,0,,,,0.281,0,,
0.103,1,,,,0.27,1,,
0.0991,0,,,,0.26,0,,
0.0951,1,,,,0.249,1,,
0.0911,0,,,,0.238,0,,
0.087,2,,,,0.228,0,,
0.083,0,,,,0.217,0,,
0.0789,0,,,,0.207,0,,
0.0749,0,,,,0.196,0,,
0.0709,0,,,,0.186,0,,
