0.6Amp,0.6MeV,0.3Amp,0.3MeV
8.67E+01,,90.2,
8.67E+01,,90.2,
8.67E+01,,90.2,
8.67E+01,,90.2,
8.67E+01,,90.2,
8.67E+01,,90.2,
8.68E+01,,90.2,
8.68E+01,,90.2,
8.68E+01,,90.2,
8.68E+01,,90.2,
8.68E+01,,90.2,
8.68E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.69E+01,,90.3,
8.70E+01,,90.4,
8.70E+01,,90.4,
8.70E+01,,90.4,
8.71E+01,,90.4,
8.71E+01,,90.4,
8.71E+01,,90.4,
8.71E+01,,90.4,
8.71E+01,,90.4,
8.71E+01,,90.4,
8.72E+01,,90.4,
8.72E+01,,90.4,
8.73E+01,,90.4,
8.73E+01,,90.4,
8.73E+01,,90.4,
8.73E+01,,90.5,
8.74E+01,,90.5,
8.74E+01,,90.5,
8.74E+01,,90.5,
8.74E+01,,90.5,
8.74E+01,,90.5,
8.74E+01,,90.5,
8.75E+01,,90.5,
8.75E+01,,90.5,
8.75E+01,,90.5,
8.76E+01,,90.5,
8.76E+01,,90.5,
8.76E+01,,90.5,
8.76E+01,,90.5,
8.76E+01,,90.6,
8.76E+01,,90.6,
8.77E+01,,90.6,
8.77E+01,,90.6,
8.78E+01,,90.6,
8.78E+01,,90.6,
8.78E+01,,90.6,
8.78E+01,,90.6,
8.78E+01,,90.6,
8.78E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.79E+01,,90.7,
8.80E+01,,90.7,
8.80E+01,,90.7,
8.80E+01,,90.7,
8.80E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.81E+01,,90.8,
8.82E+01,,90.8,
8.82E+01,,90.8,
8.82E+01,,90.8,
8.82E+01,,90.8,
8.82E+01,,90.8,
8.82E+01,,90.8,
8.82E+01,,90.9,
8.82E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.83E+01,,90.9,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.84E+01,,91,
8.85E+01,,91,
8.85E+01,,91,
8.85E+01,,91,
8.85E+01,,91.1,
8.85E+01,,91.1,
8.85E+01,,91.1,
8.85E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.86E+01,,91.1,
8.87E+01,,91.2,
8.87E+01,,91.2,
8.87E+01,,91.2,
8.87E+01,,91.2,
8.88E+01,,91.2,
8.88E+01,,91.2,
8.88E+01,,91.2,
8.88E+01,,91.2,
8.88E+01,,91.2,
8.88E+01,,91.2,
8.88E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.89E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.2,
8.90E+01,,91.3,
8.90E+01,,91.3,
8.90E+01,,91.3,
8.90E+01,,91.3,
8.90E+01,,91.3,
8.90E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.91E+01,,91.3,
8.92E+01,,91.3,
8.92E+01,,91.3,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.92E+01,,91.4,
8.93E+01,,91.4,
8.93E+01,,91.4,
8.93E+01,,91.4,
8.93E+01,,91.4,
8.93E+01,,91.5,
8.93E+01,,91.5,
8.93E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.94E+01,,91.5,
8.95E+01,,91.5,
8.95E+01,,91.5,
8.95E+01,,91.5,
8.95E+01,,91.6,
8.95E+01,,91.6,
8.95E+01,,91.6,
8.95E+01,,91.6,
8.95E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.96E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.6,
8.97E+01,,91.7,
8.97E+01,,91.7,
8.97E+01,,91.7,
8.97E+01,,91.7,
8.97E+01,,91.7,
8.97E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.98E+01,,91.7,
8.99E+01,,91.7,
8.99E+01,,91.7,
8.99E+01,,91.7,
8.99E+01,,91.7,
8.99E+01,,91.7,
8.99E+01,,91.7,
8.99E+01,,91.7,
9.00E+01,,91.7,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.00E+01,,91.8,
9.01E+01,,91.8,
9.01E+01,,91.8,
9.01E+01,,91.8,
9.01E+01,,91.8,
9.01E+01,,91.8,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.01E+01,,91.9,
9.02E+01,,91.9,
9.02E+01,,91.9,
9.02E+01,,91.9,
9.02E+01,,91.9,
9.02E+01,,91.9,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.02E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.03E+01,,92,
9.04E+01,,92,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.04E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.1,
9.05E+01,,92.2,
9.05E+01,,92.2,
9.05E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.06E+01,,92.2,
9.07E+01,,92.2,
9.07E+01,,92.2,
9.07E+01,,92.2,
9.07E+01,,92.2,
9.07E+01,,92.2,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.07E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.08E+01,,92.3,
9.09E+01,,92.3,
9.09E+01,,92.3,
9.09E+01,,92.3,
9.09E+01,,92.3,
9.09E+01,,92.3,
9.09E+01,,92.3,
9.09E+01,,92.3,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.10E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.4,
9.11E+01,,92.5,
9.11E+01,,92.5,
9.11E+01,,92.5,
9.11E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.12E+01,,92.5,
9.13E+01,,92.5,
9.13E+01,,92.5,
9.13E+01,,92.5,
9.13E+01,,92.5,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.13E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.6,
9.14E+01,,92.7,
9.14E+01,,92.7,
9.14E+01,,92.7,
9.14E+01,,92.7,
9.14E+01,,92.7,
9.14E+01,,92.7,
9.14E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.15E+01,,92.7,
9.16E+01,,92.7,
9.16E+01,,92.7,
9.16E+01,,92.7,
9.16E+01,,92.7,
9.16E+01,,92.7,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.16E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.8,
9.17E+01,,92.9,
9.17E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.18E+01,,92.9,
9.19E+01,,92.9,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.19E+01,,93,
9.20E+01,,93,
9.20E+01,,93,
9.20E+01,,93,
9.20E+01,,93,
9.20E+01,,93,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.20E+01,,93.1,
9.21E+01,,93.1,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.21E+01,,93.2,
9.22E+01,,93.2,
9.22E+01,,93.2,
9.22E+01,,93.2,
9.22E+01,,93.2,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.22E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.3,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.23E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.4,
9.24E+01,,93.5,
9.24E+01,,93.5,
9.24E+01,,93.5,
9.24E+01,,93.5,
9.24E+01,,93.5,
9.24E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.5,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.25E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.6,
9.26E+01,,93.7,
9.26E+01,,93.7,
9.26E+01,,93.7,
9.26E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.27E+01,,93.7,
9.28E+01,,93.7,
9.28E+01,,93.7,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.28E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.8,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.29E+01,,93.9,
9.30E+01,,93.9,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.30E+01,,94,
9.31E+01,,94,
9.31E+01,,94,
9.31E+01,,94,
9.31E+01,,94,
9.31E+01,,94,
9.31E+01,,94,
9.31E+01,,94,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.31E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.1,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.32E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.2,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.33E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.3,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.34E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.4,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.35E+01,,94.5,
9.36E+01,,94.5,
9.36E+01,,94.5,
9.36E+01,,94.5,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.36E+01,,94.6,
9.37E+01,,94.6,
9.37E+01,,94.6,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.37E+01,,94.7,
9.38E+01,,94.7,
9.38E+01,,94.7,
9.38E+01,,94.7,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.38E+01,,94.8,
9.39E+01,,94.8,
9.39E+01,,94.8,
9.39E+01,,94.8,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,94.9,
9.39E+01,,95,
9.39E+01,,95,
9.39E+01,,95,
9.39E+01,,95,
9.39E+01,,95,
9.39E+01,,95,
9.39E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
9.40E+01,,95.1,
