0.6Amp,0.6MeV,0.3Amp,0.3MeV
9.72E+01,,100,
9.72E+01,,100,
9.72E+01,,100,
9.72E+01,,100,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.72E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.73E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.74E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.75E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.76E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,101,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.77E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.78E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.79E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.80E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.81E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,102,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.82E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.83E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.84E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,103,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.85E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.86E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.87E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,104,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.88E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.89E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
9.90E+01,,105,
