sim_x,sim_y
0.918200502397808,0.001605064776588
0.921123544188171,0.001605064776588
0.924046585978534,0.001605064776588
0.926969627768897,0.003210129553175
0.92989266955926,0.02568209938221
0.932815711349623,0.089887879316136
0.935738753139986,0.199036535951325
0.938661794930349,0.317816644202846
0.941584836720712,0.451043398400463
0.944507878511076,0.583466557252979
0.947430920301439,0.68057722806376
0.950353962091802,0.770465107379896
0.953277003882165,0.80417359360185
0.956200045672528,0.854735259977976
0.959123087462891,0.898074134859456
0.962046129253254,0.943017011560718
0.964969171043617,0.974317900617791
0.96789221283398,0.989566015995374
0.970815254624343,0.996789870446825
0.973738296414706,1
0.97666133820507,0.992777208505355
0.979584379995433,0.997592402835118
0.982507421785796,0.986355886442199
0.985430463576159,0.970305238676321
0.988353505366522,0.955056060341932
0.991276547156885,0.938201817230955
0.994199588947248,0.912519717848745
0.997122630737611,0.905296926354101
1.00004567252797,0.87720722980701
1.00296871431834,0.857142857142857
1.0058917561087,0.830658225372354
1.00881479789906,0.799357336315282
1.01173783968943,0.767254977826721
1.01466088147979,0.728731297275004
1.01758392327015,0.699839068339619
1.02050696506052,0.68057722806376
1.02343000685088,0.630015561687635
1.02635304864124,0.592295476481018
1.02927609043161,0.562600715157339
1.03219913222197,0.536917552818324
1.03512217401233,0.481540692112435
1.03804521580269,0.439004349619249
1.04096825759306,0.419743572300196
1.04389129938342,0.385232553689948
1.04681434117378,0.352327662813094
1.04973738296415,0.337078484478705
1.05266042475451,0.30417359360185
1.05558346654487,0.28651681810258
1.05850650833524,0.269662574991603
1.0614295501256,0.240770346056218
1.06435259191596,0.22873236023181
1.06727563370633,0.205457858014482
1.07019867549669,0.185393485350329
1.07312171728705,0.18138082340886
1.07604475907742,0.17014430701594
1.07896780086778,0.15971138596812
1.08189084265814,0.152487531516669
1.0848138844485,0.142054610468849
1.08773692623887,0.137239416139086
1.09065996802923,0.130015561687635
1.09358300981959,0.12279277019299
1.09650605160996,0.115569978698346
1.09942909340032,0.110754784368582
1.10235213519068,0.101925865140544
1.10527517698105,0.098715735587369
1.10819821877141,0.092295476481018
1.11112126056177,0.088282814539548
1.11404430235214,0.082664024864686
1.1169673441425,0.07945389531151
1.11989038593286,0.071428571428572
1.12281342772322,0.069823506651984
1.12573646951359,0.060995650380751
1.12865951130395,0.060995650380751
1.13158255309431,0.051364198764419
1.13450559488468,0.049759133987831
1.13742863667504,0.041733810104893
1.1403516784654,0.036918615775129
