Area,
-4.39461E-09,
-4.45098E-09,
-3.15687E-09,
-4.82966E-09,
-4.85785E-09,
-5E-09,
-4.29167E-09,
-2.9853E-09,
-3.97549E-09,
-4.12378E-09,
-4.79535E-09,
-3.97917E-09,
-4.62623E-09,
-4.2451E-09,
-4.78554E-09,
-5.12133E-09,
-4.64829E-09,
-4.60907E-09,
-4.45589E-09,
-4.65074E-09,
-4.71937E-09,
-4.41912E-09,
-4.51716E-09,
-4.64951E-09,
-4.59682E-09,
-4.01348E-09,
-4.59927E-09,
-4.67892E-09,
-2.83946E-09,
-4.64829E-09,
-4.35294E-09,
-4.59682E-09,
-4.92157E-09,
-4.41177E-09,
-4.3652E-09,
-4.57353E-09,
-4.57843E-09,
-4.3076E-09,
-4.53677E-09,
-4.45343E-09,
-4.46569E-09,
-4.35172E-09,
-4.39829E-09,
-4.47794E-09,
-4.62868E-09,
-4.35049E-09,
-4.11275E-09,
-4.42402E-09,
-2.97427E-09,
-4.46446E-09,
-4.1826E-09,
-4.50613E-09,
-3.45098E-09,
-4.67035E-09,
-4.59192E-09,
-3.64706E-09,
-4.4902E-09,
-4.34437E-09,
-4.57476E-09,
-4.47304E-09,
-4.55025E-09,
-5.2353E-09,
-4.78309E-09,
-4.64706E-09,
-4.1679E-09,
-4.5576E-09,
-5.02206E-09,
-4.27574E-09,
-4.07966E-09,
-3.15319E-09,
-4.81741E-09,
-4.43505E-09,
-4.03677E-09,
-4.50736E-09,
-3.89706E-09,
-4.12745E-09,
-4.2451E-09,
-4.46569E-09,
-4.52329E-09,
-4.78187E-09,
-4.71814E-09,
-4.51961E-09,
-4.27941E-09,
-4.67402E-09,
-4.0429E-09,
-4.62745E-09,
-4.60785E-09,
-4.55025E-09,
-4.37255E-09,
-4.44241E-09,
-4.37255E-09,
-4.12623E-09,
-4.17157E-09,
-4.0429E-09,
-4.45711E-09,
-3.67157E-09,
-4.76961E-09,
-4.32598E-09,
-4.70098E-09,
-3.45956E-09,
-3.12133E-09,
-4.68138E-09,
-3.82721E-09,
-4.52696E-09,
-4.52451E-09,
-4.40441E-09,
-4.21079E-09,
-3.95956E-09,
-4.70343E-09,
-3.97304E-09,
-4.375E-09,
-4.26471E-09,
-3.97427E-09,
-4.4951E-09,
-4.29412E-09,
-4.60417E-09,
-4.76103E-09,
-4.51226E-09,
-2.06409E-08,
-3.9902E-09,
-4.63358E-09,
-4.28922E-09,
-4.16667E-09,
-4.05638E-09,
-4.6679E-09,
-4.46814E-09,
-4.50736E-09,
-4.64951E-09,
-4.22672E-09,
-4.37745E-09,
-4.44363E-09,
-4.46446E-09,
-4.3603E-09,
-4.52696E-09,
-4.67157E-09,
-4.53309E-09,
-4.39461E-09,
-4.74388E-09,
-4.25368E-09,
-4.48897E-09,
-4.67647E-09,
-4.41299E-09,
-4.93383E-09,
-4.39829E-09,
-4.91299E-09,
-4.70589E-09,
-4.75736E-09,
-4.7978E-09,
-4.45589E-09,
-5.07598E-09,
-4.7402E-09,
-4.49265E-09,
-4.80393E-09,
-4.75245E-09,
-4.59314E-09,
-4.52451E-09,
-4.4375E-09,
-4.40319E-09,
-4.86275E-09,
-4.40441E-09,
-4.27819E-09,
-4.47304E-09,
-3.59437E-09,
-3.67402E-09,
-4.13726E-09,
-4.60049E-09,
-4.70589E-09,
-4.62255E-09,
-1.6924E-08,
-4.71569E-09,
-4.45711E-09,
-4.70221E-09,
-4.51226E-09,
-4.41912E-09,
-4.28187E-09,
-4.51593E-09,
-4.52329E-09,
-4.4375E-09,
-4.22917E-09,
-4.98775E-09,
-4.69853E-09,
-4.61888E-09,
-4.15564E-09,
-4.63848E-09,
-4.33824E-09,
-4.32353E-09,
-4.87255E-09,
-3.89216E-09,
-3.37133E-09,
-4.63603E-09,
-5.14339E-09,
-4.49755E-09,
-4.89584E-09,
-4.45956E-09,
-4.89339E-09,
-4.5576E-09,
-3.93505E-09,
-4.80515E-09,
-4.76348E-09,
-4.44853E-09,
-4.77451E-09,
-4.8554E-09,
-4.08946E-09,
-3.93995E-09,
-4.28432E-09,
-4.53064E-09,
-4.32108E-09,
-4.67402E-09,
-4.40932E-09,
-4.65687E-09,
-4.21814E-09,
-4.43138E-09,
-4.47794E-09,
-4.58334E-09,
-4.52696E-09,
-4.65809E-09,
-4.55025E-09,
-3.79289E-09,
-4.96937E-09,
-4.47549E-09,
-4.94853E-09,
-4.82721E-09,
-4.08334E-09,
-4.53187E-09,
-4.78432E-09,
-4.14461E-09,
-4.73285E-09,
-4.01716E-09,
-4.36765E-09,
-4.12133E-09,
-4.44486E-09,
-4.43015E-09,
-4.35172E-09,
-4.27941E-09,
-4.32966E-09,
-4.45221E-09,
-4.02084E-09,
-4.65564E-09,
-3.56005E-09,
-2.95711E-09,
-4.31863E-09,
