Area,
-1.5473E-08,
-1.57868E-08,
-1.59976E-08,
-1.5951E-08,
-1.44363E-08,
-4.95343E-09,
-1.72255E-08,
-1.63971E-08,
-1.61667E-08,
-1.65123E-08,
-1.55784E-08,
-1.56078E-08,
-1.6924E-08,
-1.73235E-08,
-1.48358E-08,
-1.76176E-08,
-1.61544E-08,
-1.38284E-08,
-1.83235E-08,
-1.71863E-08,
-1.68676E-08,
-1.54412E-08,
-1.56348E-08,
-1.73309E-08,
-1.67279E-08,
-1.70564E-08,
-1.66103E-08,
-1.55735E-08,
-1.43824E-08,
-1.74142E-08,
-1.62279E-08,
-1.66299E-08,
-1.54314E-08,
-8.28922E-09,
-1.54191E-08,
-1.53848E-08,
-1.56152E-08,
-1.44412E-08,
-1.72966E-08,
-1.60784E-08,
-1.67402E-08,
-1.51348E-08,
-3.88726E-09,
-1.57132E-08,
-1.625E-08,
-1.66495E-08,
-1.62476E-08,
-1.35515E-08,
-1.64632E-08,
-1.48578E-08,
-1.74779E-08,
-1.72402E-08,
-1.81397E-08,
-1.7576E-08,
-1.39559E-08,
-1.71054E-08,
-1.72941E-08,
-1.52549E-08,
-1.81201E-08,
-1.84779E-08,
-1.67328E-08,
-1.67843E-08,
-1.66226E-08,
-1.79363E-08,
-1.63358E-08,
-1.67745E-08,
-3.14461E-09,
-1.46078E-08,
-1.6424E-08,
-1.64877E-08,
-1.77181E-08,
-1.55368E-08,
-1.71691E-08,
-1.66103E-08,
-1.57059E-08,
-1.68211E-08,
-1.5875E-08,
-1.26691E-08,
-1.71201E-08,
-1.71544E-08,
-1.61765E-08,
-1.53431E-08,
-1.59706E-08,
-1.64853E-08,
-1.6076E-08,
-1.79191E-08,
-1.48627E-08,
-3.04167E-09,
-1.73456E-08,
-1.80392E-08,
-1.5125E-08,
-1.62745E-09,
-1.66275E-08,
-1.63971E-08,
-1.275E-08,
-1.63603E-08,
-1.69387E-08,
-1.62377E-08,
-1.58235E-08,
-1.73971E-08,
-1.78382E-08,
-1.66373E-08,
-1.63505E-08,
-1.6402E-08,
-1.52917E-08,
-1.41029E-08,
-1.57132E-08,
-1.72819E-08,
-1.64412E-08,
-1.68603E-08,
-1.67598E-08,
-1.69681E-08,
-1.63995E-08,
-1.54657E-08,
-1.72426E-08,
-1.45221E-08,
-1.61544E-08,
-1.61324E-08,
-1.58578E-08,
-1.77917E-08,
-1.57696E-08,
-1.54485E-08,
-1.59461E-08,
-1.6777E-08,
-1.51912E-08,
-1.58799E-08,
-1.69583E-08,
-1.5451E-08,
-3.69363E-09,
-1.49216E-08,
-1.63627E-08,
-1.60196E-08,
-1.61005E-08,
-1.63309E-08,
-1.17476E-08,
