Area,
-5.0098E-09,
-1.00858E-08,
-9.45343E-09,
-1.04338E-08,
-9.5049E-09,
-8.09314E-09,
-1.03064E-08,
-9.58334E-09,
-1.16765E-08,
-1.34118E-08,
-8.60049E-09,
-1.1402E-08,
-9.93873E-09,
-9.06863E-09,
-1.0201E-08,
-9.54167E-09,
-9.47549E-09,
-1.02108E-08,
-1.31618E-08,
-9.83088E-09,
-1.06054E-08,
-8.85785E-09,
-1.04534E-08,
-9.13726E-09,
-9.47059E-09,
-1.04534E-08,
-9.45098E-09,
-9.69608E-09,
-1.01373E-08,
-8.96324E-09,
-1.00196E-08,
-9.83579E-09,
-7.25981E-09,
-1.11127E-08,
-9.76226E-09,
-1.07181E-08,
-9.81373E-09,
-1.03995E-08,
-1.01838E-08,
-9.28432E-09,
-9.11765E-09,
-1.03799E-08,
-1.00319E-08,
-9.76961E-09,
-1.02966E-08,
-8.76471E-09,
-9.04902E-09,
-9.21324E-09,
-8.91422E-09,
-8.96324E-09,
-9.38481E-09,
-1.08088E-08,
-9.58824E-09,
-7.22794E-09,
-3.20588E-09,
-8.64706E-09,
-9.48285E-09,
-8.82353E-09,
-1.02525E-08,
-9.14216E-09,
-9.27206E-09,
-1.09853E-08,
-9.25981E-09,
-2.23726E-08,
-6.45588E-09,
-9.67157E-09,
-1.27598E-08,
-9.91667E-09,
-9.8652E-09,
-9.16912E-09,
-3.88726E-09,
-9.89216E-09,
-1.00907E-08,
-5.81128E-09,
-1.02549E-08,
-9.98285E-09,
-9.76716E-09,
-8.39706E-09,
-4.59069E-09,
-8.92892E-09,
-8.43383E-09,
-9.99755E-09,
-1.02476E-08,
-5.35784E-09,
-9.47059E-09,
-1.05025E-08,
-9.15686E-09,
-9.62745E-09,
-9.73775E-09,
-1.03701E-08,
-9.95098E-09,
-5.67647E-09,
-9.84314E-09,
-9.66422E-09,
-9.81128E-09,
-7.18382E-09,
-9.02941E-09,
-1.88897E-08,
-8.45343E-09,
-9.89461E-09,
-1.13995E-08,
-1.01642E-08,
-4.10294E-09,
-1.06569E-08,
-9.81618E-09,
-9.20588E-09,
-9.64461E-09,
-1.01176E-08,
-8.80147E-09,
-9.92892E-09,
-1.06299E-08,
-1.00686E-08,
-1.45637E-08,
-9.22794E-09,
-6.80392E-09,
-9.12255E-09,
-1.02819E-08,
-1.00172E-08,
-9.44853E-09,
-1.01029E-08,
-1.04191E-08,
-3.1152E-09,
-1.03995E-08,
-1.33529E-08,
-1.06103E-08,
-1.00417E-08,
-9.82108E-09,
-1.06593E-08,
-9.20098E-09,
-8.81618E-09,
-5.34559E-09,
-8.63726E-09,
-1.01495E-08,
-9.91422E-09,
-9.44608E-09,
-9.97549E-09,
-9.1201E-09,
-6.43628E-09,
-1.06569E-08,
-1.33799E-08,
-9.22059E-09,
-9.90687E-09,
-8.66422E-09,
-9.67157E-09,
-1.04755E-08,
-9.05637E-09,
-1.00221E-08,
-9.78922E-09,
-3.77941E-09,
-9.4902E-09,
-1.04779E-08,
-9.85539E-09,
-9.55147E-09,
-8.93628E-09,
-9.42402E-09,
-9.36765E-09,
-8.70098E-09,
-9.88726E-09,
-9.80883E-09,
-9.6103E-09,
-1.23971E-08,
-9.8652E-09,
-8.18383E-09,
-9.29657E-09,
-1.03064E-08,
-1.03799E-08,
-9.92157E-09,
-8.78186E-09,
-9.4951E-09,
-9.96324E-09,
-1.02402E-08,
-1.13039E-08,
-8.85294E-09,
-8.44853E-09,
-1.02745E-08,
-1.04216E-08,
-1.12377E-08,
-1.07157E-08,
-8.07598E-09,
-5.57353E-09,
-1.01985E-08,
-1.1076E-08,
-1.05098E-08,
-4.06373E-09,
-2.04363E-08,
-1.05245E-08,
-1.00049E-08,
-1.09681E-08,
-1.24583E-08,
-9.56863E-09,
-1.05049E-08,
-1.01912E-08,
-9.06863E-09,
-1.00931E-08,
-8.1152E-09,
-9.31618E-09,
-9.30883E-09,
-1.02574E-08,
-1.01029E-08,
-1.05613E-08,
-2.14265E-08,
-1.07132E-08,
-8.54902E-09,
-1.09926E-08,
-9.95343E-09,
-9.61765E-09,
-1.07868E-08,
-1.04681E-08,
-9.01226E-09,
-9.89951E-09,
-9.45098E-09,
-1.01691E-08,
-1.01912E-08,
-1.0451E-08,
-9.08579E-09,
-9.53432E-09,
-1.07157E-08,
-1.04534E-08,
-1.02353E-08,
-1.12745E-08,
-1.06544E-08,
-1.09951E-08,
-9.76716E-09,
-1.10588E-08,
-8.42157E-09,
-8.48285E-09,
-8.93383E-09,
-9.68873E-09,
-1.00245E-08,
-4.19118E-09,
-1.00245E-08,
-1.04976E-08,
-9.57598E-09,
-9.94608E-09,
-9.11765E-09,
-1.05637E-08,
-9.92647E-09,
-9.26471E-09,
-1.02108E-08,
-1.04755E-08,
-9.72549E-09,
-9.28677E-09,
-1.06103E-08,
-8.83579E-09,
-1.1E-08,
-8.76471E-09,
-6.1152E-09,
-3.96078E-09,
-7.63235E-09,
-9.8603E-09,
-9.43628E-09,
-1.87721E-08,
-9.58579E-09,
-9.05392E-09,
-9.625E-09,
-9.10539E-09,
-9.8652E-09,
-9.82843E-09,
-9.83579E-09,
-1.1E-08,
-3.13971E-09,
-9.24755E-09,
-9.06618E-09,
-1.00588E-08,
-1.00368E-08,
-9.45343E-09,
-9.84069E-09,
-9.11765E-09,
-9.875E-09,
-8.52941E-09,
-9.59804E-09,
-8.89216E-09,
-8.55392E-09,
-9.64461E-09,
-1.03358E-08,
-9.80392E-09,
-9.43383E-09,
-8.32353E-09,
-8.71814E-09,
-1.48113E-08,
-5.04167E-09,
-9.24265E-09,
-9.53432E-09,
-1E-08,
-1.03039E-08,
-1.19118E-08,
-9.96814E-09,
-8.15196E-09,
-9.27451E-09,
-8.30883E-09,
-9.85294E-09,
-8.85539E-09,
-9.13236E-09,
-1.00466E-08,
-9.94853E-09,
-8.71569E-09,
-1.01324E-08,
-1.01593E-08,
-8.08334E-09,
-1.05392E-08,
-8.33579E-09,
-9.26961E-09,
-9.86765E-09,
-8.01961E-09,
-8.63235E-09,
-1.92157E-08,
-1.0652E-08,
-9.3701E-09,
-9.55392E-09,
-9.52696E-09,
-1.03113E-08,
-1.00172E-08,
-9.55637E-09,
-5.82353E-09,
-9.59559E-09,
-9.42892E-09,
-6.90196E-09,
-8.90932E-09,
-9.86765E-09,
-1.04044E-08,
-9.32843E-09,
-9.98285E-09,
-1.03824E-08,
-5.89461E-09,
-1.95735E-08,
-9.22794E-09,
-9.55147E-09,
-9.11275E-09,
-4.90196E-09,
-9.55147E-09,
-1.05784E-08,
-1.4277E-08,
-1.02672E-08,
-9.31373E-09,
-9.40932E-09,
-9.4902E-09,
-9.43137E-09,
-4.43137E-09,
-8.80637E-09,
-8.3652E-09,
-9.91912E-09,
